NLQ,PRED SQL,GOLD SQL,OUTPUT PRED,OUTPUT GOLD
how many of the patients on phys referral/normal deli had heart valve transplant?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'Phys Referral' OR T1.ADMISSION_TYPE  =  'Normal Delivery' AND T2.ICD9_CODE  =  '39.9',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND DIAGNOSES.""SHORT_TITLE"" = ""Heart valve transplant""","[(0,)]","[(0,)]"
Count the number of inpatient hospital admission patients who have esophageal varices in diseases classified elsewhere with bleeding diagnoses.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ITEMID  =  'esophageal varices' AND T3.ICD9_CODE  =  'bleeding diagnoses',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND DIAGNOSES.""LONG_TITLE"" = ""Esophageal varices in diseases classified elsewhere, with bleeding""","[(0,)]","[(0,)]"
find the number of patients admitted in the emergency room under procedure icd9 code 9229.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'EMERGENCY_ROOM' AND T2.ICD9_CODE  =  9229,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""ICD9_CODE"" = ""9229""","[(0,)]","[(0,)]"
how many patients are admitted in clinic referral/premature and followed the procedure icd9 code 5781?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'clinic referral/premature' AND T2.ICD9_CODE  =  5781,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND PROCEDURES.""ICD9_CODE"" = ""5781""","[(0,)]","[(0,)]"
Give the number of patients whose admission location is transfer from hosp/extram that had a procedure icd9 code of 40.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'transfer from hosp/extram' AND T2.ICD9_CODE  =  40,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND PROCEDURES.""ICD9_CODE"" = ""40""","[(0,)]","[(0,)]"
what is the total number of patients who had icd9 code 5091 when admitted on on phys referral/normal deli,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'phys referral/normal deli' AND T2.ICD9_CODE  =  5091,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND PROCEDURES.""ICD9_CODE"" = ""5091""","[(0,)]","[(1,)]"
what is the number of patients whose admission location is emergency room admit and with procedure closed biopsy of tongue?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'emergency room admit' AND T2.ICD9_CODE  =  'closed biopsy of tongue',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""SHORT_TITLE"" = ""Closed biopsy of tongue""","[(0,)]","[(0,)]"
count the number of patients whose admission location is emergency room admit and procedure short title is exc/dest hrt lesion open,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'emergency room admit' AND T2.SHORT_TITLE  =  'exc/dest hrt lesion open',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""SHORT_TITLE"" = ""Exc/dest hrt lesion open""","[(0,)]","[(0,)]"
what is the number of patients who were admitted via emergency room and had open liver biopsy procedure?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'Emergency' AND T2.LONG_TITLE  =  'Open liver biopsy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""SHORT_TITLE"" = ""Open liver biopsy""","[(0,)]","[(0,)]"
count the number of office admitted patients who are taking bupropion (sustained release) medication.,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'office' AND T2.DRUG  =  'bupropion (sustained release)',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND PRESCRIPTIONS.""DRUG"" = ""BuPROPion (Sustained Release)""","[(0,)]","[(0,)]"
how many patients have their admission location as transfer within this facility and have been prescribed the drug levothyroxine sodium?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.ADMISSION_LOCATION  =  'transfer' AND T2.DRUG  =  'levothyroxine sodium',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRSF WITHIN THIS FACILITY"" AND PRESCRIPTIONS.""DRUG"" = ""Levothyroxine Sodium""","[(0,)]","[(0,)]"
how many inpatient hospital admission patients have prescription for gentamicin medication?,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.DRUG  =  'gentamicin',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND PRESCRIPTIONS.""DRUG"" = ""Gentamicin""","[(0,)]","[(0,)]"
count the number of patients whose admission location is phys referral/normal deli and drig code is cefe 1i.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'Phys Referral/Normal Delivery' AND T2.ICD9_CODE  =  'cefe 1i',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""CEFE1I""","[(0,)]","[(0,)]"
find the number of office admitted patients who have lab test item id 50818.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'office' AND T2.ITEMID  =  50818,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND LAB.""ITEMID"" = ""50818""","[(0,)]","[(17,)]"
what is the number of inpatient hospital admission patients who have lab test item id 51419?,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ITEMID  =  51419,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRSF WITHIN THIS FACILITY"" AND LAB.""ITEMID"" = ""51419""","[(1,)]","[(0,)]"
how many patients are admitted in clinic referral/premature and lab tested with lab item id 50976?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'clinic referral/premature' AND T2.ITEMID  =  50976,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND LAB.""ITEMID"" = ""50976""","[(0,)]","[(2,)]"
count the number of patients who had emergency room hospital admission and had mesothelial cells lab test.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'emergency room' AND T2.ITEMID  =  'mesothelial cells',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND LAB.""LABEL"" = ""Mesothelial Cells""","[(0,)]","[(0,)]"
Find the number of office admission patients who had a monocyte count lab test done.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'office' AND T2.ITEMID  =  'monocyte count',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND LAB.""LABEL"" = ""Monocytes""","[(0,)]","[(18,)]"
get me the number of inpatient hospital admitted patients for whom sedimentation rate lab test was ordered.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ITEMID  =  'SED',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND LAB.""LABEL"" = ""Sedimentation Rate""","[(0,)]","[(2,)]"
how many patients are with admission location transfer from hosp/extram and their lab test fluid is joint fluid?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.ADMISSION_LOCATION  =  'hosp/extram' AND T2.FLUID  =  'joint fluid',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND LAB.""FLUID"" = ""Joint Fluid""","[(0,)]","[(0,)]"
what is the number of patients with discharge location as snf diagnosed with primary disease hyperglycemia?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'snf' AND T2.ICD9_CODE  =  'hyperglycemia',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SNF"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""HYPERGLYCEMIA""","[(0,)]","[(0,)]"
How many of the patients with morbid obesity/sda as their primary disease were discharged to home?,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home' AND T2.ICD9_CODE  =  'morbid obesity/sda',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""MORBID OBESITY/SDA""","[(0,)]","[(1,)]"
what is the number of patients with ventricular tachycardia primary disease who had home discharge?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home discharge' AND T2.ICD9_CODE  =  '487.1',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""VENTRICULAR TACHYCARDIA""","[(0,)]","[(0,)]"
how many patients younger than 41 years have home health care discharge location?,SELECT count(*) FROM Demographic WHERE AGE  <  41 AND DISCHARGE_LOCATION  =  'home health care',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND DEMOGRAPHIC.""AGE"" < ""41""","[(0,)]","[(2,)]"
"among pateints who had a hospital stay for more than 17 days, how many of them were discharged to snf?",SELECT count(*) FROM Demographic WHERE DAYS_STAY  >  17 AND DISCHARGE_LOCATION  =  'snf',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SNF"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""17""","[(0,)]","[(1,)]"
how many of the patients were discharged to home after a hospital stay of more than 26 days?,SELECT count(*) FROM Demographic WHERE DISCHARGE_LOCATION  =  'home' AND DAYS_STAY  >  26,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""26""","[(0,)]","[(1,)]"
what is the number of patients who stayed in hospital for more than a day and were discharged to skilled nursing facility?,SELECT count(*) FROM Demographic WHERE DAYS_STAY  >  1 AND DISCHARGE_LOCATION  =  'skilled nursing facility',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""REHAB/DISTINCT PART HOSP"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""1""","[(0,)]","[(9,)]"
how many patients left against medical advice were born before 2150?,SELECT count(*) FROM Demographic WHERE DOB_YEAR  <  2150,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""LEFT AGAINST MEDICAL ADVI"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2150""","[(83,)]","[(1,)]"
give the number of patients whose discharge location is short term hospital and diagnoses icd9 code is 7906.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'short term hospital' AND T2.ICD9_CODE  =  '7906',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SHORT TERM HOSPITAL"" AND DIAGNOSES.""ICD9_CODE"" = ""7906""","[(0,)]","[(0,)]"
Calculate the patients diagnosed with icd9 code 5770 who were discharged to home.,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home' AND T2.ICD9_CODE  =  5770,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND DIAGNOSES.""ICD9_CODE"" = ""5770""","[(0,)]","[(0,)]"
give me the number of patients with diagnoses icd9 code 28522 who were discharged dead/expired.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 WHERE T1.EXPIRE_FLAG  =  'dead/expired' AND T1.SUBJECT_ID IN (SELECT DISTINCT T2.SUBJECT_ID FROM Diagnoses AS T2 WHERE T2.ICD9_CODE  =  28522),"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""DEAD/EXPIRED"" AND DIAGNOSES.""ICD9_CODE"" = ""28522""","[(0,)]","[(1,)]"
how many patients discharged from long term care hospital were diagnosed with neuropathy in diabetes?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'LONG TERM CARE HOSPITAL' AND T2.ICD9_CODE  =  'neuropathy' OR T2.ICD9_CODE  =  'diabetes',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""LONG TERM CARE HOSPITAL"" AND DIAGNOSES.""SHORT_TITLE"" = ""Neuropathy in diabetes""","[(0,)]","[(0,)]"
find the number of patients with dehydration diagnoses who were discharged to psychiatric facility-partial hospitalization.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'psychiatric facility-partial hospitalization' AND T2.ICD9_CODE  =  'dehydration',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""DISCH-TRAN TO PSYCH HOSP"" AND DIAGNOSES.""LONG_TITLE"" = ""Dehydration""","[(0,)]","[(0,)]"
show me the number of patients  with procedure icd9 code 14 who were discharged home.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  14 AND T1.ADMISSION_TYPE  =  'home',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME"" AND PROCEDURES.""ICD9_CODE"" = ""14""","[(0,)]","[(0,)]"
how many patients are discharged to home health care and followed the procedure icd9 code 8163?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home health care' AND T2.ICD9_CODE  =  8163,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND PROCEDURES.""ICD9_CODE"" = ""8163""","[(0,)]","[(0,)]"
get the number of patients with procedure icd9 code 9960 who self discharged against medical advice.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'self' AND T1.EXPIRE_FLAG  =  'against medical advice' AND T2.ICD9_CODE  =  9960,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""LEFT AGAINST MEDICAL ADVI"" AND PROCEDURES.""ICD9_CODE"" = ""9960""","[(0,)]","[(0,)]"
what is the number of patients whose discharge location is long term care hospital and who have undergone a form cutan ileoureterost??,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'long term care hospital' AND T2.LONG_TITLE  =  'form cutan ileoureterost',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""LONG TERM CARE HOSPITAL"" AND PROCEDURES.""SHORT_TITLE"" = ""Form cutan ileoureterost""","[(0,)]","[(0,)]"
what number of patients had the procedure named opn mitral valvuloplasty and were discharged from home health care?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'home health care' AND T2.LONG_TITLE  =  'opn mitral valvuloplasty',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""HOME HEALTH CARE"" AND PROCEDURES.""SHORT_TITLE"" = ""Opn mitral valvuloplasty""","[(0,)]","[(0,)]"
give the number of patients whose discharge location is short term hospital and procedure is percu endosc jejunostomy.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DISCHARGE_LOCATION  =  'short term hospital' AND T2.LONG_TITLE  =  'percu endosc jejunostomy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SHORT TERM HOSPITAL"" AND PROCEDURES.""SHORT_TITLE"" = ""Percu endosc jejunostomy""","[(0,)]","[(0,)]"
What is the number of patients with inpatient hospital discharge who underwent the laparoscopic lysis of peritoneal adhesions procedure?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ITEMID  =  100000,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""DISC-TRAN CANCER/CHLDRN H"" AND PROCEDURES.""SHORT_TITLE"" = ""Lap periton adhesiolysis""","[(0,)]","[(0,)]"
